student_id,attendance_pct,assignment_marks,internal_score,participation,prev_grade,study_hours,risk_label,api
STU401,79.32,78.01,87.9,9.87,76.85,5.0,0,82.011
STU402,75.12,79.2,53.77,4.31,62.1,2.02,1,62.67400000000001
STU403,88.11,96.58,73.69,8.3,92.2,4.29,0,83.569
STU404,88.12,83.58,91.98,8.84,69.28,6.19,0,84.012
STU405,64.36,51.97,64.28,6.63,51.65,4.22,1,60.515
STU406,60.25,54.48,54.97,4.74,53.86,2.19,1,56.221000000000004
STU407,88.64,86.91,92.25,7.24,87.81,7.76,0,89.835
STU408,96.61,97.31,94.35,8.63,94.51,4.0,0,95.076
STU409,47.89,50.86,41.4,2.11,32.05,2.8,2,40.542
STU410,91.27,74.74,86.61,9.69,77.33,6.33,0,85.22399999999999
STU411,95.54,69.94,84.18,9.12,88.54,5.14,0,88.896
STU412,42.83,32.56,47.15,1.88,54.74,1.61,2,48.131
STU413,79.46,62.25,79.73,8.47,84.58,7.64,0,81.104
STU414,81.21,86.21,93.17,7.78,81.7,3.8,0,86.141
STU415,82.37,86.57,73.04,9.65,74.76,7.07,0,76.355
STU416,49.87,27.44,41.57,2.55,37.5,1.84,2,42.839
STU417,86.49,91.57,81.26,7.92,94.69,7.57,0,86.858
STU418,57.63,32.14,44.18,3.63,58.23,0.76,2,52.42999999999999
STU419,87.25,67.75,87.05,9.58,84.6,6.38,0,86.375
STU420,75.08,60.37,67.18,5.83,63.47,2.48,1,68.437
STU421,93.15,69.18,76.2,7.35,90.51,3.83,0,85.578
STU422,79.04,80.6,91.84,7.48,91.7,3.42,0,87.95800000000001
STU423,60.34,53.45,53.31,5.06,66.04,2.32,1,59.238
STU424,83.67,69.81,86.06,7.17,87.84,4.96,0,85.877
STU425,83.92,84.65,77.37,8.67,98.76,5.08,0,85.75200000000001
STU426,67.72,69.58,60.82,4.52,62.54,3.5,1,63.406000000000006
STU427,87.65,81.3,96.25,7.35,88.57,6.03,0,91.366
STU428,62.11,69.22,56.74,4.62,52.57,3.18,1,57.1
STU430,80.45,85.14,84.75,9.07,86.38,4.27,0,83.949
STU431,60.18,74.26,64.47,6.46,59.64,4.53,1,61.733999999999995
STU432,89.19,78.05,80.68,7.55,93.54,7.27,0,87.09100000000001
STU433,75.89,58.57,59.33,6.41,51.36,4.71,1,61.907
STU434,63.66,58.63,51.34,5.63,65.79,4.9,1,59.371
STU435,31.93,45.02,22.15,2.3,54.11,2.99,2,34.672
STU436,70.06,57.27,56.42,5.12,53.96,2.21,1,59.774
STU437,86.76,86.27,84.46,9.13,91.4,3.04,0,87.232
STU438,83.57,60.21,90.19,9.41,84.0,6.86,0,86.347
STU439,69.87,65.43,51.33,6.35,63.8,4.26,1,60.632999999999996
STU440,95.86,86.85,86.02,8.86,73.35,6.71,0,85.17099999999999
STU441,82.57,90.0,76.65,9.72,96.6,6.79,0,84.411
STU442,91.54,83.15,89.97,8.9,96.56,3.78,0,92.418
STU443,43.74,38.09,27.86,1.72,39.41,1.04,2,36.089
STU444,87.92,67.52,97.33,7.23,84.72,6.48,0,90.724
STU445,87.04,91.85,94.83,7.82,89.44,6.46,0,90.876
STU446,84.55,72.98,98.23,7.81,88.73,3.95,1,91.276
STU447,50.14,26.35,53.81,3.44,49.86,2.45,2,51.524
STU448,94.98,87.96,76.44,8.11,71.74,5.16,0,80.592
STU449,79.65,95.17,78.53,7.73,70.04,5.79,0,76.319
STU450,31.13,65.92,29.37,1.98,56.64,2.75,2,38.079
STU451,58.89,39.96,44.5,1.2,47.3,0.74,2,49.657
STU452,99.98,92.27,80.47,9.57,92.19,7.99,0,89.839
STU453,84.07,65.2,72.17,7.07,81.75,4.8,0,78.614
STU454,74.11,67.9,61.32,4.7,55.63,2.04,1,63.45
STU455,73.76,46.36,62.47,6.51,63.72,3.86,1,66.232
STU456,90.83,83.48,89.11,8.74,95.8,7.95,0,91.633
STU457,94.89,75.57,83.83,7.69,90.93,5.98,1,89.278
STU458,76.71,63.47,68.58,4.63,56.15,4.99,1,67.28999999999999
STU459,58.45,58.6,43.33,1.16,47.79,1.64,2,49.20400000000001
STU460,49.57,67.67,30.82,2.5,35.02,2.23,2,37.705
STU461,72.55,50.47,62.97,5.91,54.96,3.8,1,63.441
STU462,82.77,86.71,91.45,9.51,83.11,3.85,0,86.344
STU463,79.4,87.99,93.59,9.51,87.9,7.01,0,87.626
STU464,77.3,59.07,60.72,4.46,58.79,3.72,1,65.115
STU465,84.82,83.71,97.72,8.06,87.08,3.26,0,90.65799999999999
STU466,30.92,34.56,33.38,3.65,56.43,2.15,2,39.557
STU467,83.44,67.87,96.03,9.21,96.47,4.43,0,92.385
STU468,95.86,95.89,99.92,8.87,69.93,7.87,0,89.705
STU469,68.37,56.73,66.95,4.2,51.12,4.93,1,62.626999999999995
STU470,53.69,33.4,47.2,1.21,41.57,1.03,2,47.458
STU471,83.82,64.04,84.6,7.5,77.33,3.74,0,82.18499999999999
STU472,77.52,60.39,65.19,4.84,67.42,4.39,1,69.55799999999999
STU473,85.85,65.19,79.68,7.77,76.21,4.78,0,80.49
STU474,93.15,92.36,72.81,7.44,75.53,4.71,0,79.72800000000001
STU475,97.16,79.38,75.49,7.91,71.56,5.82,0,80.812
STU476,53.31,32.13,53.23,2.87,34.32,1.18,2,47.581
STU477,68.78,55.73,51.65,6.47,58.27,2.17,2,58.775
STU478,87.79,82.97,84.29,9.0,91.48,6.89,1,87.497
STU479,97.11,93.6,80.1,9.97,85.68,7.45,0,86.87700000000001
STU480,40.77,37.8,49.58,2.45,44.78,2.6,2,45.497
STU481,86.59,73.13,95.93,8.36,81.61,6.81,0,88.83200000000001
STU482,62.27,51.14,53.93,5.7,67.13,3.74,1,60.391999999999996
STU483,89.28,82.11,89.7,8.12,76.12,6.31,0,85.5
STU484,62.54,54.75,61.42,4.66,53.33,2.55,1,59.32899999999999
STU485,96.34,98.8,79.29,8.71,97.74,3.72,0,89.94
STU486,86.87,63.48,94.13,8.67,80.39,7.23,0,87.83
STU487,95.71,68.82,76.08,7.65,89.86,7.37,0,86.103
STU488,84.24,94.83,78.63,9.38,69.02,6.14,0,77.42999999999999
STU489,94.76,74.05,75.41,7.28,83.21,5.43,0,83.55499999999999
STU490,98.34,68.3,72.16,7.71,78.04,7.54,0,81.778
STU491,68.43,50.41,59.33,5.46,63.69,3.29,1,63.367999999999995
STU492,91.54,75.91,99.99,9.48,92.85,3.85,0,95.31299999999999
STU493,79.64,80.42,76.93,8.85,79.55,7.55,0,78.529
STU494,44.79,31.4,21.46,2.31,46.53,2.6,2,35.980000000000004
STU495,82.37,69.5,71.72,7.15,82.92,6.62,0,78.275
STU496,81.34,66.94,88.64,8.14,77.71,7.01,0,83.171
STU497,87.23,90.91,92.77,7.71,72.89,6.39,0,85.144
STU498,90.88,62.65,97.95,7.06,81.01,7.13,0,90.747
STU499,90.02,73.8,93.48,7.09,76.27,7.81,0,87.279
STU500,93.03,84.46,98.06,9.04,77.23,4.59,0,90.302
STU501,75.27,70.87,68.94,4.83,65.93,2.84,1,69.93599999999999
STU502,99.23,88.25,71.3,8.87,91.2,7.95,0,85.649
STU503,65.61,60.5,56.8,4.78,51.42,3.03,1,57.829
STU504,96.53,74.9,98.13,9.79,74.76,3.31,0,90.639
STU505,80.94,66.02,75.72,9.9,87.45,5.23,0,80.805
STU506,89.53,86.48,78.15,9.25,83.6,6.77,0,83.199
STU507,91.14,90.28,97.23,7.17,94.34,3.03,0,94.536
STU508,36.16,46.1,31.92,3.69,56.54,2.77,2,40.578
STU509,85.59,67.62,91.04,7.55,77.42,4.71,0,85.319
STU510,67.74,70.72,66.62,5.59,52.16,2.86,1,62.617999999999995
STU511,89.35,77.35,79.7,7.49,87.48,3.58,0,84.929
STU512,69.84,70.66,68.05,5.98,56.19,4.79,1,65.029
STU513,53.81,65.94,39.05,1.98,41.99,0.53,2,44.36
STU514,53.97,53.07,23.03,1.36,43.92,2.95,2,38.579
STU515,83.51,89.55,72.95,7.1,87.44,6.29,0,80.465
STU516,90.18,82.72,73.99,7.89,74.35,7.69,0,78.955
STU517,74.74,78.94,69.67,5.29,54.67,3.04,1,66.691
STU518,80.06,78.32,72.53,7.68,90.45,6.07,0,80.165
STU519,84.31,92.94,87.75,9.46,80.14,5.39,0,84.435
STU520,86.37,73.13,81.51,7.63,93.98,3.42,0,86.709
STU521,88.8,68.85,84.98,8.14,95.07,7.04,0,89.153
STU522,74.83,55.62,57.69,6.8,58.26,2.36,1,63.003
STU523,57.08,31.31,35.42,2.22,44.27,0.9,2,44.573
STU524,92.78,88.59,99.16,7.21,86.43,5.09,0,93.427
STU525,81.44,86.47,88.77,7.23,98.09,4.77,0,89.36699999999999
STU526,69.91,73.51,58.06,5.84,65.01,3.12,1,63.7
STU527,84.36,76.53,74.07,9.03,80.0,6.29,0,78.936
STU528,80.47,66.27,82.46,9.48,74.64,3.21,0,79.517
STU530,73.17,76.02,69.16,6.8,53.97,4.75,1,65.806
STU531,71.44,71.33,62.6,5.59,57.26,4.03,1,63.65
STU532,67.71,50.13,64.63,6.5,64.84,3.62,1,65.617
STU533,75.2,77.03,58.63,4.75,56.82,4.53,2,63.058
STU534,68.71,65.06,60.28,4.98,55.55,2.12,1,61.38999999999999
STU535,37.89,43.18,69.13,3.19,41.85,1.36,2,51.574
STU536,93.09,76.01,94.36,9.35,98.35,4.33,1,95.17599999999999
STU537,58.72,35.83,54.14,1.36,50.64,2.85,2,54.464000000000006
STU538,82.8,72.29,89.06,8.64,75.9,5.09,0,83.234
STU539,62.88,71.5,53.42,6.69,57.53,2.25,1,57.491
STU540,87.26,86.47,73.91,8.81,69.51,3.82,0,76.595
STU541,83.91,98.99,71.69,7.41,94.88,4.16,0,82.313
STU542,75.63,46.77,68.53,4.12,57.55,3.72,1,67.366
STU543,87.25,60.45,71.83,9.36,87.08,4.53,0,81.03099999999999
STU544,31.17,68.95,31.53,1.83,46.33,2.27,2,35.862
STU545,64.89,64.25,68.08,4.15,56.74,3.28,1,63.721
STU546,54.14,39.04,26.51,3.79,54.52,0.74,2,43.202000000000005
STU547,68.1,47.92,56.75,4.63,65.67,4.26,1,62.830999999999996
STU548,80.08,73.38,85.28,8.18,82.71,5.65,0,82.949
STU549,34.68,60.41,43.36,1.45,34.62,1.17,2,38.134
STU550,86.58,62.27,82.85,7.1,90.07,4.96,0,86.135
STU551,93.64,70.39,76.61,9.66,88.89,7.48,0,85.403
STU552,65.35,53.42,54.6,6.02,57.4,4.48,1,58.665
STU553,93.13,66.25,94.91,9.21,81.31,4.8,0,90.29599999999999
STU554,93.1,99.7,78.85,7.47,71.52,7.94,0,80.926
STU555,99.52,83.11,94.02,9.6,89.44,4.45,0,94.29599999999999
STU556,88.82,77.1,88.96,7.99,81.75,5.82,0,86.755
STU557,54.67,36.54,67.38,2.67,54.7,2.45,2,59.76299999999999
STU558,79.34,95.6,94.73,9.98,70.24,4.47,0,82.766
STU559,63.79,75.29,65.31,4.31,54.55,2.38,1,61.626000000000005
STU560,58.4,42.97,44.56,2.78,50.29,2.01,2,50.431
STU561,49.79,41.04,32.44,1.68,53.06,2.23,2,43.830999999999996
STU562,64.2,52.65,62.51,4.18,63.45,2.39,1,63.29900000000001
STU563,91.73,89.37,95.63,8.02,70.39,5.39,0,86.888
STU564,56.94,20.33,48.61,1.78,32.45,0.57,2,46.260999999999996
STU565,48.31,24.19,51.93,2.99,38.88,2.91,2,46.929
STU566,60.91,64.74,67.81,5.5,60.38,2.21,1,63.51100000000001
STU567,32.61,66.69,29.89,1.43,42.2,2.29,1,34.399
STU568,38.51,66.01,40.24,3.03,53.77,2.2,2,43.78
STU569,57.43,26.53,30.04,2.99,36.54,2.08,1,40.206999999999994
STU570,91.46,72.94,71.47,9.0,91.59,5.78,0,83.503
STU571,66.17,74.1,52.69,6.76,51.7,3.95,1,56.437
STU572,81.17,91.19,82.66,7.35,91.6,3.0,0,84.895
STU573,72.82,45.45,57.13,5.62,54.58,4.55,1,61.072
STU574,77.24,47.98,61.31,5.65,59.26,3.14,1,65.47399999999999
STU575,47.61,22.28,39.61,1.29,39.45,0.94,2,41.962
STU576,99.73,94.94,83.88,9.99,85.49,5.91,0,89.118
STU577,96.06,76.11,80.48,9.02,78.48,6.41,0,84.554
STU578,65.67,49.49,52.66,5.74,61.38,4.08,1,59.179
STU580,82.92,77.72,71.74,8.85,77.82,7.25,0,76.918
STU581,83.12,64.32,74.64,8.44,98.87,5.93,0,84.453
STU582,90.37,64.22,73.49,8.76,70.77,5.72,0,77.738
STU583,83.91,61.66,89.5,8.49,94.42,6.45,0,89.299
STU584,84.3,95.92,79.93,9.43,88.02,5.92,1,83.668
STU585,94.33,78.65,81.58,7.57,88.87,6.51,0,87.592
STU586,46.14,20.5,66.45,1.17,39.47,2.42,2,52.263000000000005
STU587,93.74,75.84,80.61,9.27,89.95,5.27,0,87.351
STU589,61.12,50.67,56.79,5.97,59.11,4.99,1,58.785
STU590,88.49,64.61,81.29,9.65,81.42,5.07,0,83.489
STU591,66.97,67.69,63.19,4.18,57.96,4.44,1,62.754999999999995
STU592,98.75,66.06,89.81,8.43,98.59,6.01,0,95.126
STU593,91.22,65.07,82.64,8.18,79.48,3.81,0,84.266
STU594,94.42,82.09,77.06,8.79,70.82,7.36,0,80.396
STU595,91.12,81.61,81.02,7.24,93.89,5.83,0,87.911
STU596,76.34,50.02,57.93,4.45,55.33,3.3,1,62.673
STU597,70.72,71.43,51.61,5.76,66.91,4.49,1,61.93299999999999
STU598,61.44,74.0,59.54,6.35,61.34,2.83,1,60.650000000000006
STU599,76.94,78.98,52.49,4.53,65.75,4.17,1,63.803
STU600,79.85,83.23,82.76,9.81,85.0,6.36,0,82.559
STU601,89.11,60.88,94.48,9.95,98.47,3.43,0,94.066
STU602,96.1,77.59,79.13,8.93,73.1,4.9,0,82.41199999999999
STU603,80.15,75.33,88.38,7.65,96.97,5.21,0,88.488
STU604,60.87,65.58,66.41,5.06,64.87,4.4,1,64.286
STU605,46.09,61.38,38.31,2.24,47.96,2.89,2,43.539
STU606,69.74,66.9,62.1,5.71,53.97,2.55,1,61.953
STU607,61.07,63.32,62.09,4.68,63.75,4.0,1,62.282
STU608,80.68,67.38,83.81,7.61,74.06,4.93,0,79.946
STU609,80.07,79.33,82.54,8.15,84.86,7.2,1,82.495
STU610,62.62,47.49,60.11,5.72,51.12,3.7,1,58.166
STU611,55.46,31.95,47.83,1.13,32.94,0.96,2,45.651999999999994
STU612,69.74,78.11,62.91,6.53,50.82,2.89,1,61.331999999999994
STU613,80.62,64.93,75.93,8.56,72.94,4.23,0,76.44
STU614,86.52,97.96,99.7,7.43,90.21,4.91,0,92.899
STU615,90.65,86.82,73.23,8.93,69.13,5.05,0,77.226
STU616,89.28,73.41,83.05,7.53,69.74,3.49,0,80.92599999999999
STU617,99.09,72.61,88.38,8.18,91.59,4.18,0,92.556
STU618,32.81,36.26,61.9,2.43,46.41,2.81,2,48.525999999999996
STU619,61.31,72.38,55.61,6.98,56.3,2.72,1,57.527
STU620,97.36,75.97,95.09,8.23,75.96,7.89,0,90.032
STU621,35.25,59.23,29.69,2.74,42.6,2.58,2,35.231
STU622,95.89,87.68,96.13,7.42,70.85,5.08,0,88.47399999999999
STU623,69.87,79.88,58.05,4.41,59.35,4.03,0,61.986
STU624,87.32,97.97,74.86,9.64,73.92,7.54,0,78.316
STU625,99.82,86.77,77.04,8.45,80.02,5.09,0,84.768
STU626,86.51,66.46,88.22,8.42,86.84,5.77,0,87.293
STU627,90.98,61.01,77.09,8.06,92.01,6.9,0,85.733
STU628,90.84,82.7,78.57,9.39,90.54,6.68,0,85.842
STU629,91.81,70.45,85.16,8.26,73.13,6.0,1,83.54599999999999
STU630,89.79,79.85,79.36,7.86,69.2,6.67,0,79.441
STU631,79.5,66.98,87.96,8.41,98.19,3.46,0,88.49099999999999
STU632,92.14,80.86,86.97,9.69,81.63,3.98,0,86.91900000000001
STU633,30.65,65.63,36.74,3.43,47.91,1.57,2,38.263999999999996
STU634,94.75,67.23,97.48,7.81,86.74,3.99,0,93.439
STU635,84.18,83.52,79.89,8.28,86.21,6.08,0,83.07300000000001
STU636,61.47,63.13,51.76,4.64,53.09,2.85,1,55.071999999999996
STU637,67.21,67.73,66.24,6.01,50.25,4.4,1,61.733999999999995
STU638,57.05,41.27,36.15,2.69,43.76,2.16,1,44.702999999999996
STU639,93.26,88.81,98.02,7.86,99.91,7.4,0,97.159
STU640,31.43,26.15,65.9,1.41,36.62,2.65,2,46.775
STU641,69.0,71.53,63.5,6.28,54.3,2.94,1,62.39
STU642,41.91,35.49,69.06,1.91,58.04,2.45,2,57.609
STU643,73.79,58.77,63.83,4.39,67.38,4.02,1,67.883
STU644,51.15,50.18,26.0,2.28,39.37,2.11,2,37.556
STU645,73.41,54.42,54.64,4.6,57.3,4.35,1,61.069
STU646,98.09,95.88,81.74,9.54,92.29,3.91,0,89.81
STU647,57.73,21.5,43.57,1.33,44.59,1.12,2,48.124
STU648,65.7,55.59,66.18,6.58,65.76,4.57,1,65.91
STU649,95.06,97.8,75.25,9.05,90.4,4.66,0,85.738
STU650,44.52,34.8,34.81,3.41,39.36,2.65,2,39.088
STU651,81.88,86.49,98.62,9.26,79.19,7.06,0,87.769
STU652,77.02,49.61,56.26,6.12,65.45,4.23,1,65.245
STU653,93.23,66.75,78.32,7.16,96.06,6.59,0,88.115
STU654,88.98,66.73,95.62,9.51,80.89,5.74,0,89.209
STU655,35.49,54.17,34.82,3.49,43.83,2.57,2,37.724000000000004
STU656,72.77,68.49,52.11,6.09,65.1,3.09,1,62.205
STU657,97.46,76.31,92.04,9.66,72.49,3.24,0,87.801
STU658,99.19,70.82,90.7,7.75,88.57,7.71,0,92.608
STU659,65.37,49.87,65.51,4.03,57.08,3.63,1,62.93900000000001
STU660,99.49,73.76,81.7,8.56,80.07,5.2,0,86.548
STU661,75.84,49.84,60.11,6.95,59.14,2.75,1,64.538
STU662,80.54,76.61,90.23,8.27,87.46,6.93,0,86.492
STU663,35.68,46.76,38.81,1.77,43.74,2.38,2,39.35
STU664,89.77,99.83,80.3,8.31,87.48,7.6,0,85.29499999999999
STU665,86.25,76.75,72.59,7.66,75.33,3.0,0,77.51
STU666,76.47,50.87,66.88,4.36,63.36,2.2,1,68.701
STU667,73.03,49.17,68.58,5.54,57.75,3.05,1,66.666
STU668,86.87,64.42,89.02,7.11,91.28,7.97,0,89.053
STU669,83.89,61.56,72.56,8.18,74.89,7.01,0,76.658
STU670,86.17,80.36,83.88,9.58,89.94,7.33,0,86.38499999999999
STU671,79.21,99.55,93.56,8.45,83.28,7.93,0,86.17099999999999
STU672,51.88,43.81,51.54,1.29,55.73,2.27,2,52.899
STU673,66.22,53.22,50.14,6.46,57.26,3.01,1,57.099999999999994
STU674,74.9,53.44,50.01,4.7,55.54,2.2,1,59.136
STU675,82.93,76.7,87.11,8.13,78.03,7.38,0,83.132
STU676,76.3,48.74,59.86,6.86,55.94,2.18,1,63.616
STU677,65.36,50.75,55.96,6.35,55.77,2.37,1,58.723000000000006
STU678,48.41,41.83,32.82,3.46,35.7,1.86,2,38.361
STU679,32.26,64.39,27.16,3.56,35.06,0.53,2,31.060000000000002
STU680,44.84,66.37,47.11,3.66,54.59,1.0,1,48.673
STU681,65.12,58.77,55.78,5.63,56.79,2.48,1,58.885
STU683,62.8,58.21,60.94,5.24,51.57,2.12,2,58.687
STU684,37.95,44.09,47.66,1.54,31.29,1.48,2,39.836
STU685,77.06,48.8,52.82,6.94,63.74,3.14,1,63.367999999999995
STU686,52.48,24.61,55.11,3.81,34.38,2.79,2,48.102
STU687,75.97,47.42,62.51,5.0,64.55,2.94,1,67.16
STU688,92.35,83.86,81.32,9.44,73.6,4.91,0,82.31299999999999
STU689,81.78,72.0,76.7,8.93,76.36,6.0,0,78.122
STU690,93.62,68.16,81.51,8.41,94.54,7.0,0,89.05200000000002
STU691,63.24,57.0,52.2,6.05,65.91,2.08,1,59.625
STU692,93.49,84.39,80.17,7.72,70.73,4.93,0,81.334
STU693,61.45,48.14,52.94,6.73,55.36,2.02,1,56.21900000000001
STU694,89.16,97.04,74.57,7.49,78.54,7.83,0,80.13799999999999
STU695,63.7,75.96,64.83,5.66,59.84,3.6,1,62.994
STU696,35.67,27.87,66.66,3.28,41.16,1.35,1,49.713
STU697,57.61,65.24,37.33,1.77,31.49,1.66,2,41.66199999999999
STU698,36.58,46.95,46.66,3.88,40.26,1.61,2,41.715999999999994
STU699,89.27,82.76,81.2,9.29,97.2,7.06,0,88.421
STU700,66.15,57.71,58.67,6.38,65.27,4.82,1,62.894000000000005
STU701,92.09,93.8,92.51,8.19,93.96,3.26,0,92.819
STU702,67.23,71.21,63.48,5.07,58.11,3.9,1,62.994
STU703,63.36,52.14,64.99,4.88,59.82,4.25,1,62.949999999999996
STU704,89.13,88.61,77.26,9.87,98.99,5.14,0,87.34
STU705,68.55,69.75,67.96,4.76,59.45,3.34,1,65.584
STU706,33.58,20.94,30.04,1.73,59.32,2.16,2,39.885999999999996
STU707,96.62,89.12,86.97,8.8,73.75,6.66,0,85.899
STU708,95.16,73.67,99.29,8.95,86.78,3.34,0,94.298
STU709,97.85,92.63,74.46,8.79,79.16,4.97,0,82.887
STU710,43.73,64.79,29.86,3.33,32.64,2.62,2,34.855
STU711,82.82,88.26,83.48,8.61,74.13,6.18,0,80.477
STU712,83.13,72.88,77.14,8.68,70.29,7.29,1,76.882
STU713,72.0,70.17,58.71,6.79,67.16,3.58,1,65.232
STU714,37.51,22.91,59.04,2.6,39.08,1.91,2,46.592999999999996
STU715,70.81,66.6,53.33,6.91,56.84,4.18,1,59.627
STU716,76.61,51.72,65.24,6.0,60.65,3.87,1,67.274
STU717,70.84,56.71,59.8,5.56,59.52,2.59,1,63.028
STU718,95.91,77.45,76.39,8.97,71.63,5.19,0,80.818
STU719,64.98,77.65,61.16,6.77,56.25,3.51,1,60.833
STU720,85.89,78.99,92.38,8.01,70.14,7.6,0,83.761
STU721,60.22,61.98,61.06,4.26,63.33,4.92,1,61.489000000000004
STU722,89.88,79.34,88.81,8.29,76.33,3.37,0,85.387
STU723,81.23,67.8,95.29,8.51,76.43,6.84,0,85.41400000000002
STU724,80.3,61.46,87.73,7.16,72.7,7.17,0,80.992
STU725,81.48,93.76,72.31,7.79,82.57,5.11,0,78.139
STU726,79.84,82.84,84.02,8.0,86.91,4.58,0,83.633
STU727,33.09,38.4,33.98,3.91,58.99,2.66,2,41.215999999999994
STU728,91.62,85.23,91.33,8.37,77.84,5.41,0,87.37
STU729,73.64,77.36,55.64,4.17,55.72,3.46,1,61.06399999999999
STU730,98.17,69.99,88.7,8.03,85.94,7.26,0,90.71300000000001
STU731,90.74,60.64,85.93,9.89,72.09,4.88,0,83.221
STU732,91.67,97.3,73.31,8.73,90.18,3.63,0,83.879
STU733,70.47,75.79,65.33,5.95,57.32,4.7,1,64.469
STU734,92.09,68.07,74.81,9.73,78.6,6.8,0,81.131
STU735,72.18,71.48,56.02,5.42,53.31,2.68,1,60.055
STU736,71.1,61.4,50.81,4.44,55.87,4.95,1,58.41499999999999
STU737,83.39,90.76,74.78,8.28,75.31,5.83,0,77.522
STU738,79.44,92.67,72.0,9.66,82.82,3.43,1,77.478
STU739,69.69,74.03,68.26,4.4,56.98,4.81,1,65.30499999999999
STU740,73.53,57.72,68.83,6.81,62.18,2.83,1,68.245
STU741,85.98,97.18,91.32,7.61,92.72,6.99,0,90.138
STU742,51.42,26.79,45.49,3.95,39.13,2.11,2,45.361000000000004
STU743,72.92,73.06,69.53,5.3,56.79,4.61,1,66.725
STU744,82.79,73.05,98.48,9.27,75.78,4.97,0,86.963
STU745,91.77,69.13,83.89,7.18,92.01,4.5,0,88.69
STU746,88.96,76.0,75.87,7.17,80.0,5.92,0,81.036
STU747,97.57,86.59,75.4,8.26,87.53,6.51,0,85.69
STU748,67.39,69.21,60.09,5.98,50.13,2.12,1,59.292
STU749,86.73,80.08,99.39,9.73,82.04,6.59,0,90.387
STU750,91.22,78.28,94.14,8.43,95.8,4.93,0,93.76199999999999
STU751,99.3,94.52,91.22,8.44,71.58,3.34,0,87.752
STU752,90.54,68.16,83.1,9.48,96.21,5.79,0,89.265
STU753,80.15,71.64,99.18,8.41,84.89,7.29,0,89.184
STU755,34.82,28.23,67.6,2.46,59.64,0.95,2,55.378
STU756,55.84,43.61,58.39,1.29,31.51,2.3,2,49.56100000000001
STU757,84.92,60.87,76.34,9.32,70.22,3.67,0,77.078
STU758,43.56,31.08,32.42,1.03,53.51,2.4,2,42.089
STU759,97.76,79.08,83.55,8.17,85.6,7.44,0,88.428
STU760,55.92,42.25,54.6,2.53,58.86,1.63,2,56.274
STU761,84.85,83.19,98.81,7.85,73.43,4.4,0,87.008
STU762,87.5,83.14,99.96,7.25,70.7,3.77,0,87.44400000000002
STU763,42.75,42.66,27.5,1.91,32.61,2.92,2,33.608
STU764,98.84,96.38,80.71,7.02,86.7,7.05,0,87.946
STU765,98.92,98.43,73.65,8.61,74.0,3.07,0,81.336
STU766,84.41,89.33,84.05,9.99,90.48,4.44,0,86.087
STU767,69.69,50.92,60.67,6.93,57.3,4.56,1,62.364999999999995
STU768,44.45,51.75,26.59,2.55,50.85,2.98,2,39.226
STU769,91.84,66.82,81.76,8.15,92.94,4.73,0,88.138
STU770,42.52,61.76,34.04,2.03,47.29,2.52,2,40.559
STU771,64.29,54.13,54.49,4.03,59.08,3.94,1,58.807
STU772,44.82,33.71,68.68,1.42,55.9,1.92,2,57.688
STU773,97.23,74.88,87.91,7.28,91.26,5.29,0,91.711
STU774,67.1,78.84,67.34,6.87,54.39,2.74,1,63.383
STU775,86.31,77.74,96.97,7.96,98.97,5.63,0,94.37200000000001
STU776,93.44,62.07,78.93,7.15,91.83,4.93,0,87.15299999999999
STU777,40.25,27.7,49.64,1.93,35.77,2.94,2,42.662
STU778,67.4,79.42,58.89,4.72,60.38,4.04,1,61.89
STU779,94.04,87.07,88.61,7.19,71.75,5.98,0,85.18100000000001
STU780,94.53,61.21,77.12,9.53,95.09,5.3,0,87.73400000000001
STU781,83.57,62.91,74.88,7.6,98.55,4.74,0,84.588
STU782,47.99,41.59,23.64,1.64,37.16,1.53,2,35.001
STU783,72.67,58.68,54.35,6.93,56.6,4.86,1,60.521
STU784,95.8,72.68,78.01,7.8,71.11,5.53,0,81.277
STU785,95.33,74.39,95.89,9.06,95.19,4.56,0,95.512
STU786,80.28,76.37,91.35,7.99,69.3,6.47,0,81.41399999999999
STU787,95.09,71.76,79.82,8.34,94.16,6.64,0,88.703
STU788,93.55,86.49,99.63,8.83,75.98,7.58,0,90.711
STU789,62.81,54.61,65.04,5.42,60.23,3.0,1,62.92800000000001
STU790,91.17,85.27,96.78,8.56,86.65,3.26,0,92.058
STU791,36.75,24.36,42.41,1.97,45.12,1.15,2,41.525
STU792,88.74,94.71,74.87,9.12,97.76,3.53,0,85.898
STU793,95.29,64.56,94.43,8.93,92.8,7.17,0,94.19900000000001
STU794,91.12,81.15,89.75,7.1,83.21,6.19,0,88.199
STU796,95.7,65.82,75.74,9.63,72.23,5.64,0,80.675
STU797,88.81,94.72,74.09,9.48,89.14,6.13,0,83.021
STU798,80.58,70.3,74.26,7.41,70.53,4.3,0,75.037
STU799,41.17,63.4,37.7,1.34,51.31,2.34,2,42.824000000000005
STU800,64.95,79.92,62.78,4.79,56.14,2.84,1,61.439
STU801,76.75,70.39,50.49,6.51,62.54,4.92,1,61.983000000000004
STU802,58.29,35.51,62.87,1.39,49.42,2.13,2,57.461
STU803,77.68,46.4,68.24,5.09,57.9,4.48,1,67.97
STU804,93.73,77.08,84.32,8.41,70.71,7.64,0,83.06
STU805,71.54,47.31,56.23,6.92,59.46,3.08,1,61.792
